group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
9;LLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,32,40,48,56,64,;0x503a,0x503d,0x5048,0x504c,0x5058,0x505c,0x5068,0x506c,0x5078,;Not found;0;Success;68;68;0;68;0;9;
1;L;MOV,;8,;0x5011,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0x4e75,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x4e6b,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4da6,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4d96,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4bff,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4bd0,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4bc0,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x515a,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x511e,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4fb3,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4f87,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4f77,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x4cbc,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4c80,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4c44,;Not found;0;Success;8;8;0;8;0;1;
9;SSSSSSSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,32,40,48,56,64,;0x4d0e,0x4d11,0x4d1d,0x4d21,0x4d2d,0x4d31,0x4d3d,0x4d41,0x4d48,;Not found;0;Success;68;68;0;68;0;9;
9;LLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,32,40,48,56,64,;0x51d1,0x51d4,0x51df,0x51e3,0x51ef,0x51f3,0x51ff,0x5203,0x520f,;Not found;0;Success;68;68;0;68;0;9;
1;L;MOV,;8,;0x51a8,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0x519e,;Not found;0;Success;8;8;0;8;0;1;
9;SSSSSSSSS;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,32,40,48,56,64,;0x51d8,0x51db,0x51e7,0x51eb,0x51f7,0x51fb,0x5207,0x520b,0x5212,;Not found;0;Success;68;68;0;68;0;9;
1;L;MOV,;0,;0x5007,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4f42,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0x4f32,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4d67,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0x4d57,;Not found;0;Success;8;8;0;8;0;1;
9;LLLLLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,;0,8,16,24,32,40,48,56,64,;0x4d07,0x4d0a,0x4d15,0x4d19,0x4d25,0x4d29,0x4d35,0x4d39,0x4d45,;Not found;0;Success;68;68;0;68;0;9;
