group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
1;L;MOV,;56,;0xa572,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa562,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa533,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa523,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0xa40f,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xa405,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa3d6,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa3c6,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa397,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0xa1b8,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xa1ae,;Not found;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0xa77a,;Not found;0;Success;4;4;0;4;0;1;
1;L;MOV,;8,;0xa4dd,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xa4d3,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa4a4,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa387,;Not found;0;Success;8;8;0;8;0;1;
68;LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLSL;CMP,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,MOV,CMP,MOV,MOV,CMP,ADD,MOV,;-52,-52,-52,-600,-600,-600,-600,-600,-600,-496,-504,-504,-496,-52,-112,-112,-120,-52,-600,-600,-600,-600,-600,-600,-52,-600,-600,-600,-600,-600,-600,-52,-600,-600,-600,-600,-600,-600,-52,-600,-600,-600,-600,-600,-600,-512,-520,-528,-536,-544,-552,-560,-568,-568,-560,-552,-544,-536,-528,-520,-512,-52,-80,-80,-88,-52,-52,-52,;0xa0eb,0xa0fd,0xa124,0xa129,0xa139,0xa168,0xa178,0xa1a7,0xa1b1,0xa1f2,0xa1f9,0xa220,0xa22c,0xa240,0xa270,0xa276,0xa2a2,0xa2ad,0xa2b2,0xa2c2,0xa2f1,0xa301,0xa330,0xa33a,0xa37b,0xa380,0xa390,0xa3bf,0xa3cf,0xa3fe,0xa408,0xa449,0xa44e,0xa45e,0xa48d,0xa49d,0xa4cc,0xa4d6,0xa517,0xa51c,0xa52c,0xa55b,0xa56b,0xa59a,0xa5a4,0xa5e5,0xa5ec,0xa613,0xa61a,0xa643,0xa64a,0xa673,0xa67a,0xa6a3,0xa6af,0xa6be,0xa6ca,0xa6d9,0xa6e5,0xa6f4,0xa700,0xa714,0xa744,0xa74a,0xa776,0xa781,0xa7a4,0xa7a8,;Success;0;Success;496;124;372;552;0;1;
1;L;MOV,;8,;0xa341,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xa337,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa17f,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa16f,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa140,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa130,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;8,;0xa5ab,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;0,;0xa5a1,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa494,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa465,;Not found;0;Success;8;8;0;8;0;1;
1;S;MOV,;0,;0xa2a6,;Not found;0;Success;4;4;0;4;0;1;
1;L;MOV,;48,;0xa455,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa308,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;56,;0xa2f8,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa2c9,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;48,;0xa2b9,;Not found;0;Success;8;8;0;8;0;1;
