THREADS,CPU_TIME,OMP_WALLTIME
1,24.710410000000000,
2,44.708585999999997,
4,78.725429999999989,
8,103.36861399999999,
16,413.55945900000000,
32,833.12739799999997,
64,1910.1600360000000,
