Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
LAPTOP-KCN8A1JH;6097;6121;0;592760;1.8399958610535;0;94.00439453125;0;1747595838;0;25.00005739546;588363;0;39.130523770989;35.869652613764;367.99921459369;3.3025140762329;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6133;0;592652;1.8099966049194;0;94.003395080566;0;1747595838;0;31.768015149546;589254;0;35.359184840395;32.872997686668;361.99936127067;2.9183230400085;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6136;0;592659;1.8049963712692;0;94.003196716309;0;1747595838;0;29.362944803246;589466;0;35.457135306342;35.180134475315;360.99929810178;2.0313320159912;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6137;0;592745;1.7699967622757;0;94.003204345703;0;1747595838;0;29.661069812696;589539;0;33.615886715492;36.723239372927;353.99938160988;2.6420950889587;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6138;0;592602;1.9649957418442;0.25445344954618;94.002990722656;0;1747595838;0;28.753242535699;589608;0;36.895761530224;34.09677348569;392.99919171209;4.6925868988037;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6139;0;592708;1.699996471405;0;94.003028869629;0;1747595838;0;28.529468026519;589680;0;31.470654089496;40.000092492959;339.99932333022;3.0272109508514;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6132;0;592541;2.0149953365326;0.49627899626419;94.003356933594;0;1747595838;0;27.295347220954;589181;0;35.483955560688;36.72465872918;402.99912248055;6.6574258804321;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6097;10.948950767517;592464;21.944993972778;0;96.126121520996;0.022784237811117;1747595838;58.965571598565;11.346532445934;466346;15.835038884514;2.5290505930935;11.209812078444;4388.9991330413;0.23308199644089;0;1747595742;0;0.091136951244469;
LAPTOP-KCN8A1JH;6097;6130;0;592550;1.7599965333939;0;94.003517150879;0;1747595838;0;29.829604590127;589030;0;34.375070838446;35.795533864311;351.99933037072;3.1607298851013;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6135;0;592683;1.7899966239929;0.27933010913931;94.003288269043;0;1747595838;0;27.653683481583;589396;0;37.150906427523;34.916274513465;357.99935892384;6.6325759887695;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6127;0;592586;1.9199966192245;0.26041710805646;94.003776550293;0;1747595838;0;27.864630205534;588810;0;36.458406128696;35.41673769647;383.99934914537;1.8187930583954;0;1747595744;0;0;
LAPTOP-KCN8A1JH;6097;6140;0;592507;1.8999963998795;0.78947509328713;94.002754211426;0;1747595838;0;25.526366444721;589754;0;39.473767324918;34.210597977709;379.99932176567;9.9566993713379;0;1747595744;0;0;
